,AssetName,AssetCode,InvestmentStrategy,AcquisitionType,AcquisitionDate,SaleDate,IsTaxCredit,ActualStabilizationDate,AreaType,AssetClass,AssetStyle,StabilizationStatus,OccupancyStabilizationDate,CortosMSAID,CortosSubMarketID,CoStarSubMarketID,CBSAID,oslPropertyID,oslSubPropertyID,AverageBuildYear,YearBuiltEnd,YearRenovated,CurrentUnitCount,RentableSquareFoot,ConstructionBeginDate,ConstructionEndDate,Acreage,AcquisitionPrice,TotalHardCosts,TotalSoftAndClosingCosts,TotalProjectCosts,IsSeniorHousing,IsUnitReno,IsRecapitalization,ZipCode,Latitude,Longitude,WebAddress,EmailAddress,osaEntityID,Phone,Address1,PlannedUnitCount,LegalName,TaxID,Portfolio,City,StateCode,ParentAssetName
86,Heritage District,corhp85233,Value-add,Acquisition,2022-05-19 00:00:00.0000000,,False,2022-06-18 00:00:00.0000000,Suburban,A,Garden-style,Stabilized,2022-06-18 00:00:00.0000000,38060.0,17.0,7842.0,38060.0,4971388.0,1820.0,1983.0,1983.0,,458.0,318224.0,,,,,,,,False,True,False,85233-3920,33.359742,-111.795115,cortland.com/heritage-district,heritagedistrict@cortland.com,heritagedistrict,(480) 470-6291,275 W Juniper Ave,458.0,PRE Gilbert Holdings LLC,81-3506451,3rd Party Management,Gilbert,AZ,Heritage District
87,Cortland Reunion,havr34747,Core-Plus,Acquisition,2019-10-30 00:00:00.0000000,,False,2021-03-29 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2021-03-29 00:00:00.0000000,36740.0,13.0,7501.0,36740.0,4572520.0,1283.0,2019.0,2019.0,,338.0,334148.0,2019-11-30 00:00:00.0000000,2020-10-31 00:00:00.0000000,28.3,70980000.0,1350324.0,1590874.3794816,73921198.3794816,False,False,False,34747-6457,28.29,-81.60638,cortland.com/reunion,Reunion@cortland.com,havenreunion,(407) 606-8981,7995 Haven Way,,Haven FL Partners LLC,84-3382065,CGI,Kissimmee,FL,Cortland Reunion
88,Cortland at Fredericksburg,presfbre278240,Core-Plus,Acquisition,2021-06-15 00:00:00.0000000,,False,2018-09-08 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2018-09-08 00:00:00.0000000,41700.0,6.0,7590.0,41700.0,4216435.0,1536.0,2009.0,2009.0,,376.0,380936.0,,,,76000000.0,310288.05024,756997.553814821,77067285.60405478,False,False,True,78240-1339,29.539783,-98.583146,cortland.com/fredericksburg,Fredericksburg@cortland.com,fredericksburgbre,(210) 750-6995,10422 Huebner Rd,,,86-3509372,Acorn 2,San Antonio,TX,Cortland at Fredericksburg
89,Perimeter Circle,corpc30342,Value-add,Acquisition,2022-05-19 00:00:00.0000000,,False,2022-06-18 00:00:00.0000000,Suburban,A,Mid-rise,Stabilized,2022-06-18 00:00:00.0000000,12060.0,7.0,6749.0,12060.0,4971387.0,1800.0,1995.0,1995.0,,194.0,186440.0,,,,,,,,False,True,False,30342-1360,33.904549,-84.372318,cortland.com/perimeter-circle,perimetercircle@cortland.com,glenridge,(678) 712-3842,5470 Glenridge Dr,194.0,RRE Berkeley Run Holdings LLC,81-3506451,3rd Party Management,Sandy Springs,GA,Perimeter Circle
90,Cortland South Mountain,corsm85283,Value-Add,Acquisition,2020-09-29 00:00:00.0000000,,False,2023-07-16 00:00:00.0000000,Suburban,C,Garden-Style,Stabilized,2023-07-16 00:00:00.0000000,38060.0,13.0,7860.0,38060.0,4693422.0,1444.0,2009.0,2009.0,,415.0,416960.0,2020-11-30 00:00:00.0000000,2023-04-30 00:00:00.0000000,,96750000.0,11304975.0136825,2101748.50397019,110156723.517653,False,True,False,85283-4337,33.356398,-111.960805,cortland.com/south-mountain,southmountain@cortland.com,metropointecbre,(480) 680-0065,7017 S Priest Dr,,South Priest AZ Partners LLC ,85-2361889,Stand-alone,Tempe,AZ,Cortland South Mountain
91,Cortland River Oaks,corro77019,Value-add,Acquisition,2024-06-27 00:00:00.0000000,,False,,,B,Garden-style,Non-Stabilized,,26420.0,1.0,6851.0,26420.0,5359327.0,2149.0,1997.0,1997.0,,288.0,240639.0,,,,56000000.0,11576020.0,1038198.0,68614219.0,False,False,False,77019-1949,29.7586,-95.40164,https://cortland.com/river-oaks,riveroaksdistro@cortland.com,riveroaks,(346) 567-5981,777 Dunlavy St,288.0,"Dunlavy TX Partners, LLC",99-3645706,Stand-alone,Houston,TX,Cortland River Oaks
92,Cortland West Palm,corwpwarba33401,Value-add,Acquisition,2022-05-12 00:00:00.0000000,,False,2024-09-10 00:00:00.0000000,Suburban,A,Garden-style,Stabilized,2024-09-10 00:00:00.0000000,48424.0,4.0,7624.0,33100.0,4953868.0,1826.0,2014.0,2014.0,,282.0,289373.0,,,,112000000.0,9622050.5913311,4093965.21999999,125716015.811331,False,False,False,33401-2358,26.71818,-80.08361,cortland.com/west-palm,WestPalm@cortland.com,westpalmwarba,(561) 471-7256,290 Courtney Lakes Cir,282.0,"Dedicated West Palm Beach, LP",32-0497623,Stand-alone,West Palm Beach,FL,Cortland West Palm
93,Cortland Chandler Crossing,sanbcbre85226,Value-Add,Acquisition,2021-05-07 00:00:00.0000000,,False,2023-01-22 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2023-01-22 00:00:00.0000000,38060.0,18.0,7842.0,38060.0,4559238.0,1511.0,1996.0,1996.0,,208.0,209284.0,,,12.96,53500000.0,7291715.304416679,981156.381846625,61772871.6862633,False,True,False,85226-6086,33.317827,-111.929564,cortland.com/chandler-crossing,chandlercrossing@cortland.com,sanbrisascbre,(480) 470-6628,900 N Rural Rd,,PURE SAN BRISAS APTS LLC,47-1565439,Portfolio 22,Chandler,AZ,Cortland Chandler Crossing
94,Cortland South Kendall - Phase 2,corsk233177,Opportunistic,Development,2021-11-30 00:00:00.0000000,,False,2023-11-12 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2023-11-12 00:00:00.0000000,33124.0,6.0,7609.0,33100.0,5076050.0,1892.0,2022.0,2023.0,,192.0,197322.0,2021-12-01 00:00:00.0000000,2023-04-01 00:00:00.0000000,,,,15199000.0,70197000.0,False,False,False,33177-1400,25.625659,-80.394886,cortland.com/south-kendall,southkendall@cortland.com,southkendall2,(786) 829-7201,15520 SW 127th Ave,192.0,"SW 127th FL Partners-Phase 2, LLC (DE)",87-3576326,Oaktree,Miami,FL,Cortland South Kendall
95,Jefferson Chase,jefc43004,Value-Add,Acquisition,2014-09-30 00:00:00.0000000,,False,2014-10-30 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2014-10-30 00:00:00.0000000,18140.0,4.0,8011.0,18140.0,3388222.0,233.0,1999.0,1999.0,,240.0,246232.0,2014-11-30 00:00:00.0000000,2016-04-30 00:00:00.0000000,20.2,13551000.0,2694252.75,2396440.5151,18641693.2651,False,True,False,43004-9173,40.00308,-82.789116,https://cortland.com/apartments/jefferson-chase/,jeffersonchase@cortland.com,jefferson,(380) 208-0580,860 Jefferson Chase Way,,"Jefferson Chase OH Partners, LLC",47-0985894,Parkwood-Ohio,Blacklick,OH,Jefferson Chase
96,Cortland Sun River,sunri85704,Value-Add,Acquisition,2021-10-20 00:00:00.0000000,,False,2024-05-17 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2024-05-17 00:00:00.0000000,46060.0,6.0,8813.0,46060.0,4874084.0,1637.0,2001.0,2001.0,,294.0,251580.0,2021-11-30 00:00:00.0000000,2024-10-31 00:00:00.0000000,,58050995.22,13912376.4079293,978087.218353379,72941458.8462827,False,True,False,85704-1511,32.301255,-110.994614,cortland.com/sun-river,sunriver@cortland.com,sunriver,(520) 523-2927,5100 N La Canada Dr,,La Canada AZ Partners,83-2495528,CGI,Tucson,AZ,Cortland Sun River
97,Cortland Hunters Creek,corhcoef34741,Core-Plus,Acquisition,2018-12-14 00:00:00.0000000,,False,2018-09-16 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2018-09-16 00:00:00.0000000,36740.0,13.0,7501.0,36740.0,4295537.0,1100.0,2017.0,2017.0,,288.0,295329.0,,,,61200000.0,946030.927835052,555210.093355067,62701241.0211901,False,True,True,34741-0960,28.338051,-81.415699,www.cortlandhunterscreek.com,hunterscreek@cortland.com,huntcreekoef,(407) 753-7087,3021 Savosa Ave,,,,CGI,Kissimmee,FL,Cortland Hunters Creek
98,Providence in the Park,corprovitp76015,Value-add,Acquisition,2022-05-19 00:00:00.0000000,,False,2023-01-28 00:00:00.0000000,Suburban,B,Garden-style,Stabilized,2023-01-28 00:00:00.0000000,23104.0,12.0,7507.0,19100.0,4971399.0,1812.0,1997.0,1997.0,,524.0,467773.0,,,,,,,,False,True,False,76015-4108,32.685984,-97.136735,https://cortland.com/providence-in-the-park/,providencepark@cortland.com,cooper,(817) 241-5091,1601 W Arbrook Blvd,524.0,"RRE Providence Holdings, LLC ",81-3506451 ,3rd Party Management,Arlington,TX,Providence in the Park
99,Battery 3rd Base,bat3b30339,Core-Plus,Acquisition,2018-10-09 00:00:00.0000000,,False,,Suburban,A,Mid-Rise,Non-Stabilized,,12060.0,24.0,6713.0,12060.0,4405678.0,1083.0,2017.0,2017.0,,81.0,81152.0,2018-10-31 00:00:00.0000000,2020-04-30 00:00:00.0000000,,23827118.6440678,499772.430223322,606006.338142375,24932897.4124335,False,False,False,30339-3008,33.888562,-84.469626,www.cortlandatthebatteryatl.com,thebattery@cortland.com,battery3,(404) 777-0375,900 Battery Ave SE,,,,Stand-alone,Atlanta,GA,Cortland at the Battery Atlanta
100,Cortland West Plano,lints76021,Value-Add,Acquisition,2021-08-24 00:00:00.0000000,,False,2024-07-30 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2024-07-30 00:00:00.0000000,19124.0,26.0,7538.0,19100.0,4840670.0,1581.0,1999.0,1999.0,,769.0,726540.0,,,,179905430.0,32129580.412844695,4239822.25,216274832.66284496,False,True,False,75024-2228,33.089743,-96.799499,cortland.com/west-plano,westplano@cortland.com,westplano,(469) 489-3433,8205 Towne Main Dr,,"TX Apt 8205 Towne Main Drive, L.P. (DE) ",83-2361889 ,Port 24 - CBRE,Plano,TX,Cortland West Plano
101,Fountain Wood,founHMC76039,Value-Add,Acquisition,2021-04-01 00:00:00.0000000,,False,2022-11-24 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2022-11-24 00:00:00.0000000,23104.0,10.0,7523.0,19100.0,4559203.0,1485.0,1986.0,1986.0,,288.0,228900.0,,,13.64,37954210.0771787,6705567.48337377,1998150.8705071097,46657928.4310596,False,True,False,76039-4683,32.866198,-97.068478,cortland.com/fountainwood,fountainwood@cortland.com,fountainwoodhmc,(817) 799-8945,750 E Mid Cities Blvd,,FOUNTAIN WOOD APTS LLC,46-3311466,Portfolio 22,Euless,TX,Fountain Wood
102,Cortland Lakemont,maslcbre77407,Core-Plus,Acquisition,2019-04-01 00:00:00.0000000,,False,2014-09-18 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2014-09-18 00:00:00.0000000,26420.0,35.0,6863.0,26420.0,3200896.0,1167.0,2007.0,2007.0,,312.0,281908.0,,,14.76,38400000.0,455000.0,465744.76229431893,39320744.7622943,False,True,True,77407-4474,29.700937,-95.74161,cortland.com/lakemont,lakemont@cortland.com,lakemontcbre,(281) 918-4953,7115 S Mason Rd,,,,YieldCo IV,Richmond,TX,Cortland Lakemont
103,Cortland at Ten Mile,cortm83642,Core-plus,Acquisition,2022-05-12 00:00:00.0000000,,False,2022-06-11 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2022-06-11 00:00:00.0000000,14260.0,2.0,8527.0,14260.0,4971381.0,1770.0,2018.0,2018.0,,368.0,359261.0,,,,156400000.0,2671488.0,1682165.0,160753653.0,False,False,False,83642-4836,43.609871,-116.4416,www.cortland.com/ten-mile,tenmile@cortland.com,tenmile,(208) 768-8212,3800 W Perugia St,368.0,Perugia ID Partners LLC,83-2495528,CGI,Meridian,ID,Cortland at Ten Mile
104,Cortland Brighton Bay,covbbbre33716,Core-Plus,Acquisition,2020-02-28 00:00:00.0000000,,False,2017-12-26 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2017-12-26 00:00:00.0000000,45300.0,11.0,7909.0,45300.0,3865554.0,1360.0,2000.0,2000.0,,382.0,342292.0,,,18.01,75699239.0,,,,False,True,True,33716-3446,27.872085,-82.623638,cortland.com/brighton-bay,brightonbay@cortland.com,brightonbre,(727) 756-8785,10901 Brighton Bay Blvd NE,,,,Acorn 1,St Petersburg,FL,Cortland Brighton Bay
105,Cortland Decatur East,ech30030,Opportunistic,Development,2016-12-31 00:00:00.0000000,,False,2021-06-03 00:00:00.0000000,,,Mid-Rise,Stabilized,2021-06-03 00:00:00.0000000,12060.0,13.0,6715.0,12060.0,4312972.0,689.0,2017.5,2018.0,,378.0,332041.0,,2018-11-30 00:00:00.0000000,13.0,0.0,66656033.094,13593453.3304551,80249486.4245,False,True,False,30030,33.773526,-84.281546,https://cortland.com/apartments/cortland-decatur-east/,DecaturEast@cortland.com,amberflats,(470) 785-8039,2641 E College Ave,379.0,"College GA Partners, LLC",81-3865808,Sunbelt,Decatur,GA,Cortland Decatur East
106,Cortland Waters Edge,corwe75229,Value-Add,Acquisition,2018-07-13 00:00:00.0000000,,False,2019-11-04 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2019-11-04 00:00:00.0000000,19124.0,18.0,7533.0,19100.0,4372066.0,776.0,2014.0,2014.0,2016.0,582.0,553440.0,2018-08-31 00:00:00.0000000,2020-07-31 00:00:00.0000000,44.0,108500000.0,5633123.0,3730478.0,117863601.0,False,True,False,75229-3107,32.897585,-96.919597,www.cortlandwatersedge.com,watersedge@cortland.com,watersedge,(972) 236-4602,1701 Royal Ln,,,,GTIS Portfolio,Dallas,TX,Cortland Waters Edge
107,Indigo Creek,corpp85306,Value-add,Acquisition,2022-05-19 00:00:00.0000000,,False,2023-03-31 00:00:00.0000000,Suburban,B,Garden-style,Stabilized,2023-03-31 00:00:00.0000000,38060.0,22.0,7843.0,38060.0,4971401.0,1822.0,1999.0,1999.0,,408.0,401085.0,,,,,,,,False,True,False,85306-2539,33.615087,-112.166481,cortland.com/indigo-creek,Indigocreek@cortland.com,paseopark,(602) 536-9545,14221 N 51st Ave,,RRE Indigo Creek Holdings LLC,81-3506451,3rd Party Management,Glendale,AZ,Indigo Creek
108,Attiva Pearland,attp77581,Value-Add,Acquisition,2017-06-27 00:00:00.0000000,,False,2020-01-12 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2020-01-12 00:00:00.0000000,26420.0,32.0,6856.0,26420.0,4204615.0,1145.0,2008.0,2008.0,,126.0,123140.0,,2018-09-30 00:00:00.0000000,,18600000.0,3115501.0,1194901.6,22910402.6,True,True,False,77581,29.532527,-95.265286,www.attivapearland.com,attivapearland@cortland.com,townelakewarba,(281) 916-6563,4055 Village Drive,,Village TX Partners LLC,82-1683072,Stand-alone,PEARLAND,TX,Attiva Pearland
109,Cortland Oleander - Phase 1,olean30329,Core-Plus,Acquisition,2021-03-01 00:00:00.0000000,,False,2021-06-23 00:00:00.0000000,Suburban,A,Mid-Rise,Stabilized,2021-06-23 00:00:00.0000000,12060.0,12.0,6715.0,12060.0,4770692.0,1479.0,2019.0,2019.0,,348.0,303677.0,2021-03-31 00:00:00.0000000,2021-03-31 00:00:00.0000000,,101000000.0,428400.0,1038721.8284625,102467121.828462,False,False,False,30329-2223,33.827534,-84.335664,https://cortland.com/apartments/cortland-oleander,Oleander@cortland.com,oleander,(470) 769-9995,10 Executive Park West NE,,10 Executive Park GA Partners LLC,83-2495528,CGI,Atlanta,GA,Cortland Oleander
110,Cortland Congress Park,colpo80206,Value-Add,Acquisition,2021-08-24 00:00:00.0000000,,False,,Urban,B,Mid-Rise,Non-Stabilized,,19740.0,2.0,7790.0,19740.0,4840650.0,1594.0,2006.0,2006.0,,193.0,179464.0,,,,66755900.0,8139578.6067133695,1185831.85,76081310.4567134,False,True,False,80206-4086,39.730744,-104.941028,cortland.com/congress-park,CongressPark@cortland.com,coloradopointe,(720) 571-4617,901 Colorado Blvd,,"901 Colorado CO Partners, LLC",81-0773220,Stand-alone,Denver,CO,Cortland Congress Park
111,Cortland Uptown Buckhead,corub30342,Core-plus,Acquisition,2022-05-19 00:00:00.0000000,,False,2023-07-20 00:00:00.0000000,Suburban,A,Garden-style,Stabilized,2023-07-20 00:00:00.0000000,12060.0,7.0,6709.0,12060.0,4971417.0,1808.0,1989.0,1989.0,,216.0,159600.0,,,,,,,,False,True,False,30342-4426,33.856877,-84.382012,cortland.com/uptown-buckhead,uptownbuckhead@cortland.com,uptownbuckhead,(470) 467-8193,3707 Roswell Rd NE,216.0,RRE Buckhead Holdings LLC,81-3506451,3rd Party Management,Atlanta,GA,Cortland Uptown Buckhead
112,Cortland Phillips Creek Ranch Phase 2 - Artistry,artp75034,Core-Plus,Acquisition,2018-10-23 00:00:00.0000000,,False,2019-04-01 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2019-04-01 00:00:00.0000000,19124.0,29.0,7516.0,19100.0,4431920.0,1060.0,2018.0,2018.0,,302.0,317043.0,2018-11-30 00:00:00.0000000,2019-05-31 00:00:00.0000000,,56675901.0,1126324.0,1929254.0,59731478.0,False,True,False,75036-3027,33.128807,-96.888915,https://www.cortlandphillipscr,phillipscreekranch@cortland.com,artistry,(972) 325-7707,6300 F.M. Rd 423,,DD PCR III LLC,47-4724640,Portfolio 20,Frisco,TX,Cortland Phillips Creek Ranch
113,Lake`s Edge,lake43147,Value-Add,Acquisition,2014-09-30 00:00:00.0000000,,False,2019-05-07 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2019-05-07 00:00:00.0000000,18140.0,10.0,8015.0,18140.0,3388223.0,234.0,1990.0,1990.0,,256.0,184000.0,2017-09-30 00:00:00.0000000,2018-12-31 00:00:00.0000000,24.99,11000000.0,1727419.0,637375.3506,13364794.3506,False,True,False,43147-9847,39.89298,-82.764401,http://www.lakesedgeapts.com,lakesedge@cortland.com,lakesedge,(380) 208-0583,150 Lakepoint Ct,,"Lakepoint OH Partners, LLC",47-0985999,Parkwood-Ohio,Pickerington,OH,Lake`s Edge
114,Cortland at RTP,hamrbre27713,Core-Plus,Acquisition,2020-02-28 00:00:00.0000000,,False,,Suburban,B,Garden-Style,Non-Stabilized,,239580.0,11.0,8854.0,20500.0,3735929.0,1363.0,1998.0,1998.0,,286.0,268556.0,,,32.18,56711895.0,,,,False,True,True,27713-2172,35.90519,-78.902434,cortland.com/rtp,rtp@cortland.com,hamptonsbre,(919) 925-5734,300 Seaforth Dr,,,84-4601448,Acorn 1,Durham,NC,Cortland at RTP
115,Cortland at New Albany,corna43054,Core-plus,Acquisition,2024-08-30 00:00:00.0000000,,False,2021-07-02 00:00:00.0000000,Suburban,B,Garden-style,Stabilized,2021-07-02 00:00:00.0000000,18140.0,9.0,8020.0,18140.0,4172766.0,2169.0,1997.0,1997.0,,180.0,238710.0,,,16.31,40500000.0,,,,False,False,True,43054-8752,40.088207,-82.827497,https://www.cortland.com/new-albany,newalbany@cortland.com,newalbany,(614) 502-6269,5185 Sulgrave Dr,,,,,New Albany,OH,Cortland at New Albany
116,Cortland Satori - Phase 1,cosa33782,Core-Plus,Acquisition,2021-04-08 00:00:00.0000000,,False,2022-01-22 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2022-01-22 00:00:00.0000000,45300.0,11.0,7909.0,45300.0,4910056.0,1491.0,2020.0,2020.0,,270.0,274595.0,2021-04-30 00:00:00.0000000,2022-09-30 00:00:00.0000000,,68580000.0,795000.0,881550.952,70256550.952,False,False,False,33782-6151,27.849372,-82.678378,cortland.com/satori,Satori@cortland.com,parknorth,(727) 306-2785,3110 Grand Ave,,DD Gandy 12.98 LLC ,83-2495528 ,CGI,Pinellas Park,FL,Cortland Satori
117,Cortland Cotswold,regoef28211,Core-Plus,Acquisition,2018-12-14 00:00:00.0000000,,False,2017-02-06 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2017-02-06 00:00:00.0000000,16740.0,2.0,7780.0,16740.0,3519488.0,1107.0,1986.0,1986.0,2016.0,178.0,178276.0,,,15.16,27000000.0,1050526.31578947,407178.454271624,28457704.770061105,False,True,True,28211-2445,35.178473,-80.789421,cortland.com/cotswold,cotswold@cortland.com,regencyoef,(704) 486-1929,4817 Water Oak Rd,,,,CGI,Charlotte,NC,Cortland Cotswold
118,Cortland Kings Meadow,kinco33186,Value-Add,Acquisition,2021-08-24 00:00:00.0000000,,False,2024-11-10 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2024-11-10 00:00:00.0000000,33124.0,7.0,7610.0,33100.0,4840661.0,1597.0,1986.0,1986.0,,480.0,436232.0,,,,145847475.0,17095169.3112705,2945583.04315486,165888227.354425,False,True,False,33186-1259,25.683549,-80.422536,cortland.com/kings-meadow,kingsmeadow@cortland.com,kingsmeadow,(786) 738-9427,8961 SW 142nd Ave,,"SW 142nd FL Partners, LLC ",81-0793421 ,Stand-alone,Miami,FL,Cortland Kings Meadow
119,Cortland League City,broadwcHL77573,Value-Add,Acquisition,2021-04-02 00:00:00.0000000,,False,2019-12-04 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2019-12-04 00:00:00.0000000,26420.0,30.0,6852.0,26420.0,4559242.0,1486.0,2008.0,2008.0,,352.0,326492.0,,,18.69,71198546.2062422,5165842.78779185,999445.0458164659,77363834.0398506,False,True,False,77573-4191,29.493294,-95.096192,cortland.com/league-city,LeagueCity@cortland.com,leaguecityhl,(281) 767-8927,1751 W Walker St,,PURE WALKER COMMONS LLC,46-5705296,Portfolio 22,League City,TX,Cortland League City
120,Cortland Nona,cornona32832,Core-Plus,Acquisition,2021-12-14 00:00:00.0000000,,False,2022-01-13 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2022-01-13 00:00:00.0000000,36740.0,11.0,7494.0,36740.0,4905203.0,1679.0,2021.0,2021.0,,354.0,394090.0,,,,143000000.0,1013500.0,2358216.0,146371716.0,False,False,False,32832-2800,28.392851,-81.244026,www.cortland.com/nona,nona@cortland.com,nona,(407) 584-4112,12035 Pioneers Way,,Pioneers Way FL Partners LLC,83-2495528,CGI,Orlando,FL,Cortland Nona
121,Mint Urban Infinity - Phase 1,mintui180246,Value-add,Acquisition,2022-06-28 00:00:00.0000000,,False,2023-07-20 00:00:00.0000000,Urban,B,High-rise,Stabilized,2023-07-20 00:00:00.0000000,19740.0,11.0,7796.0,19740.0,4988129.0,1863.0,1962.0,1962.0,,217.0,177382.0,,,,60729055.26,12214212.0,1661021.0,74604287.0,False,True,False,80246-7706,39.694718,-104.93842,minturbaninfinity.com,info@minturbaninfinity.com,mint1,(720) 386-7650,1251 S Bellaire St,561.0,"Bellaire CO Partners I, LLC and Bellaire CO Partners II, LLC",61-1870995,CGI,Denver,CO,Mint Urban Infinity
122,Cambridge at Hickory Hollow,chh37013,Value-add,Acquisition,2024-10-18 00:00:00.0000000,,False,,Suburban,B,Garden-style,Non-Stabilized,,34980.0,3.0,7976.0,34980.0,5409842.0,2183.0,1997.0,1997.0,,360.0,358776.0,,,,65250000.0,,,,False,False,False,37013-5037,36.058171,-86.639609,https://cortland.com/apartments/cambridge-at-hickory-hollow/,hickoryhollowdistro@cortland.com,hickoryhol,(629) 310-0417,660 Bell Rd,360.0,"Bell TN Partners, LLC",33-1371870,Stand-alone,Antioch,TN,Cambridge at Hickory Hollow
123,The Villas at Tuttle Royale,vtr33414,Core-plus,Acquisition,2025-02-25 00:00:00.0000000,,False,,Suburban,A,Garden-style,Non-Stabilized,,48424.0,3.0,7624.0,33100.0,5468286.0,,2024.0,2024.0,,401.0,451685.0,,,,,,,,False,False,False,33414,26.651611,-80.079384,,villasattuttleroyale@cortland.com,tuttle,(561) 489-3634,11200 NICOLE DRIVE,401.0,Royal Tuttle Apartments FL LLC,88-1307811,3rd Party Management,ROYAL PALM BEACH,FL,The Villas at Tuttle Royale
124,Cortland Rosslyn - Phase 2,corrosscp22209,Core-plus,Acquisition,2022-07-12 00:00:00.0000000,,False,2024-05-20 00:00:00.0000000,Urban,A,High-rise,Stabilized,2024-05-20 00:00:00.0000000,47900.0,7.0,6692.0,47900.0,5000432.0,1875.0,2021.0,2021.0,,455.0,393867.0,,,,334642240.0,3358254.0,3199373.0,341199867.0,False,False,False,22209-2521,38.894842,-77.076732,www.cortland.com/rosslyn,rosslyn@cortland.com,evo,(571) 200-4816,1788 N Pierce St,,"N Pierce VA Partners – Phase I, LLC",83-2495528,CGI,Arlington,VA,Cortland Rosslyn
125,Cortland Sunbury,sunpo43074,Core-Plus,Acquisition,2021-05-27 00:00:00.0000000,,False,2021-06-26 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2021-06-26 00:00:00.0000000,18140.0,9.0,8012.0,18140.0,4788648.0,1523.0,2018.0,2018.0,,146.0,180668.0,2021-05-31 00:00:00.0000000,2022-10-31 00:00:00.0000000,,30000000.0,1528186.32078,712163.13,32240349.45078,False,False,False,43074-7589,40.247008,-82.870646,www.cortland.com/sunbury,sunbury@cortland.com,sunburypointe,(614) 379-8904,2199 Rushmore Ln,,Rushmore OH Partners LLC,83-2495528,CGI,Sunbury,OH,Cortland Sunbury
126,Cortland Copper Springs,copscbre77041,Core-Plus,Acquisition,2019-04-01 00:00:00.0000000,,False,2017-01-21 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2017-01-21 00:00:00.0000000,26420.0,10.0,6836.0,26420.0,3519459.0,1170.0,2003.0,2003.0,,376.0,354720.0,,,18.6,56452500.0,982000.0,555135.156631348,57989635.1566314,False,True,True,77041-6082,29.897166,-95.60307,cortland.com/copper-springs,coppersprings@cortland.com,copperspringscbre,(281) 502-4263,13333 West Rd,,,,YieldCo IV,Houston,TX,Cortland Copper Springs
127,Cortland Bear Creek,stonbcHL76039,Value-Add,Acquisition,2021-04-02 00:00:00.0000000,,False,2022-10-30 00:00:00.0000000,Suburban,B,Mid-Rise,Stabilized,2022-10-30 00:00:00.0000000,23104.0,10.0,7523.0,19100.0,4559198.0,1477.0,2004.0,2004.0,,436.0,419440.0,,,27.96,73071052.5138354,10741462.8984315,1141209.01935841,84953724.4316254,False,True,False,76039-5234,32.85528,-97.065631,cortland.com/bear-creek,bearcreek@cortland.com,bearcreekhl,(817) 438-1788,1401 Highway 360,,STONELEIGH AT BEAR CREEK APTS LLC,46-0888424,Portfolio 22,Euless,TX,Cortland Bear Creek
128,1000 Spalding,cors30350,Value-add,Acquisition,2022-05-19 00:00:00.0000000,,False,2022-06-18 00:00:00.0000000,Suburban,B,Garden-style,Stabilized,2022-06-18 00:00:00.0000000,12060.0,8.0,6749.0,12060.0,4971415.0,1806.0,1995.0,1995.0,,252.0,249319.0,,,,,,,,False,True,False,30350-5011,33.959145,-84.353533,cortland.com/1000-spalding,1000spalding@cortland.com,spalding,(404) 806-9848,1000 Spalding Dr,252.0,RRE Spalding Crossing Holdings LLC,81-3506451,3rd Party Management,Atlanta,GA,1000 Spalding
129,Cortland Mill District - Phase 1,cormilld155415,Core-plus,Acquisition,2022-06-28 00:00:00.0000000,,False,2022-07-28 00:00:00.0000000,Urban,A,High-rise,Stabilized,2022-07-28 00:00:00.0000000,33460.0,1.0,7257.0,33460.0,4988100.0,1861.0,2015.0,2015.0,,318.0,251415.0,,,,109800000.0,2186702.0,1018411.0,113005113.0,False,True,False,55415-1471,44.980135,-93.26349,cortland.com/mill-district,milldistrict@cortland.com,milldistrict,(612) 268-6836,313 Washington Ave S,318.0,"Washington MN Partners, LLC",61-1870995,CGI,Minneapolis,MN,Cortland Mill District
